penyebut,pembilang,penyebut m(x),pembilang m(x),tau(x),sigma(x),maks orbit(penyebut),maks orbit(pembilang),banyaknya n,banyaknya kenaikan,mutlak selisih maksimum(penyebut),mutlak selisih maksimum(pembilang),klasifikasi
1989192,1243249,165766,358195,227,78,2652256,12030479,112,185,2652256,5399839,1
1974072,1233799,329012,711035,227,150,2632096,11939129,112,185,2632096,5358889,1
1961544,1225969,163462,353299,227,149,2615392,11863439,112,185,2615392,5324959,1
1957656,1223539,326276,705221,227,77,2610208,11839949,112,185,2610208,5314429,1
476832,298021,635776,1374793,227,46,635776,2883971,112,185,635776,1294531,1
952152,595097,634768,1372651,227,64,1269536,5758807,112,185,1269536,2584967,1
3754344,2346473,1251448,2706865,227,154,5005792,22707383,112,185,5005792,10192903,1
3742824,2339273,1247608,2698705,227,154,4990432,22637783,112,185,4990432,10161703,1
932712,582947,621808,1345111,227,63,1243616,5641357,112,185,1243616,2532317,1
3719352,2324603,1239784,2682079,227,153,4959136,22495973,112,185,4959136,10098133,1
3707832,2317403,1235944,2673919,227,153,4943776,22426373,112,185,4943776,10066933,1
459120,286951,612160,1324609,227,45,612160,2776961,112,185,612160,1246561,1
1830648,1144159,305108,660239,227,74,2440864,11072609,112,185,2440864,4970449,1
1800840,1125529,150070,324841,227,73,2401120,10892519,112,185,2401120,4889719,1
1680744,1050469,70031,151787,227,70,2240992,10166939,112,185,2240992,4564459,1
1660872,1038049,138406,300055,227,126,2214496,10046879,112,185,2214496,4510639,1
1652664,1032919,275444,597203,227,69,2203552,9997289,112,185,2203552,4488409,1
1650072,1031299,275012,596285,227,125,2200096,9981629,112,185,2200096,4481389,1
199668,124793,532448,1155221,227,130,266224,1207883,112,185,266224,542323,1
797160,498227,531440,1153079,227,58,1062880,4822397,112,185,1062880,2165197,1
198948,124343,530528,1151141,227,130,265264,1203533,112,185,265264,540373,1
794280,496427,529520,1148999,227,58,1059040,4804997,112,185,1059040,2157397,1
790248,493907,27728,60173,227,129,1053664,4780637,112,185,1053664,2146477,1
787368,492107,524912,1139207,227,129,1049824,4763237,112,185,1049824,2138677,1
8621496,5388457,1915888,4158415,227,200,62816,285009,112,185,62816,127969,1
8561448,5350927,1902544,4130059,227,200,3805088,17264619,112,185,3805088,7751899,1
387408,242131,516544,1121425,227,42,516544,2343701,112,185,516544,1052341,1
774264,483917,516176,1120643,227,57,1032352,4684067,112,185,1032352,2103187,1
771384,482117,514256,1116563,227,57,1028512,4666667,112,185,1028512,2095387,1
762936,476837,508624,1104595,227,200,1017248,4615627,112,185,1017248,2072507,1
761208,475757,507472,1102147,227,200,1014944,4605187,112,185,1014944,2067827,1
371424,232141,495232,1076137,227,41,495232,2247131,112,185,495232,1009051,1
1439256,899539,239876,521621,227,82,1919008,8707949,112,185,1919008,3910429,1
2873928,1796213,957976,2083237,227,100,3831904,17388203,112,185,3831904,7808443,1
2862408,1789013,954136,2075077,227,100,3816544,17318603,112,185,3816544,7777243,1
2858424,1786523,952808,2072255,227,198,3811232,17294533,112,185,3811232,7766453,1
2851944,1782473,950648,2067665,227,197,3802592,17255383,112,185,3802592,7748903,1
1423272,889549,59303,128990,227,81,1897696,8611379,112,185,1897696,3867139,1
88590,55369,472480,1027789,227,200,118120,536009,112,185,118120,240709,1
2834616,1771643,944872,2055391,227,99,3779488,17150693,112,185,3779488,7701973,1
707208,442007,471472,1025647,227,200,942944,4278937,112,185,942944,1921577,1
2823096,1764443,49528,107749,227,99,3764128,17081093,112,185,3764128,7670773,1
87294,54559,465568,1013101,227,86,116392,528179,112,185,116392,237199,1
1388904,868069,57871,125947,227,114,1851872,8403739,112,185,1851872,3774059,1
1383144,864469,57631,125437,227,114,1844192,8368939,112,185,1844192,3758459,1
86430,54019,460960,1003309,227,85,115240,522959,112,185,115240,234859,1
3781872,2363681,1680832,3658921,227,154,1680832,7627677,112,185,1680832,3425597,1
1372920,858079,228820,498127,227,113,107680,488657,112,185,107680,219457,1
1367160,854479,227860,496087,227,113,1822880,8272369,112,185,1822880,3715169,1
681816,426137,454544,989675,227,54,909088,4125527,112,185,909088,1852807,1
3746880,2341811,1665280,3625873,227,153,1665280,7557207,112,185,1665280,3394007,1
678936,424337,452624,985595,227,54,905248,4108127,112,185,905248,1845007,1
2674776,1671743,891592,1942171,227,94,3566368,16184993,112,185,3566368,7269073,1
2663256,1664543,887752,1934011,227,94,3551008,16115393,112,185,3551008,7237873,1
660648,412907,440432,959687,227,53,880864,3997637,112,185,880864,1795477,1
2636328,1647713,878776,1914937,227,93,3515104,15952703,112,185,3515104,7164943,1
657768,411107,438512,955607,227,53,877024,3980237,112,185,877024,1787677,1
2624808,1640513,874936,1906777,227,93,3499744,15883103,112,185,3499744,7133743,1
39003,24377,416032,907837,227,200,13001,59008,112,185,26002,53011,1
311808,194881,415744,907225,227,200,415744,1886951,112,185,415744,847591,1
155796,97373,415456,906613,227,200,207728,942823,112,185,207728,423503,1
311376,194611,415168,906001,227,200,415168,1884341,112,185,415168,846421,1
2482536,1551593,827512,1806001,227,194,3310048,15023543,112,185,3310048,6748423,1
2481672,1551053,827224,1805389,227,90,3308896,15018323,112,185,3308896,6746083,1
310080,193801,21760,47491,227,200,24320,110383,112,185,24320,49583,1
154932,96833,413152,901717,227,200,206576,937603,112,185,206576,421163,1
309648,193531,412864,901105,227,200,412864,1873901,112,185,412864,841741,1
77358,48349,412576,900493,227,200,103144,468149,112,185,103144,210289,1
309216,193261,412288,899881,227,200,412288,1871291,112,185,412288,840571,1
154500,96563,412000,899269,227,200,206000,934993,112,185,206000,419993,1
1235784,772369,102982,224779,227,108,1647712,7478639,112,185,1647712,3359359,1
2471016,1544393,823672,1797841,227,194,3294688,14953943,112,185,3294688,6717223,1
9,5,4,5,15,11,8,23,6,10,8,13,1
888979,493879,3555916,4502763,261,86,7111832,20442677,129,192,7111832,11548119,1
872941,484969,94372,119529,261,85,6983528,20073803,129,192,6983528,11339625,1
858091,476719,3432364,4348323,261,50,6864728,19732253,129,192,6864728,11146575,1
829381,460769,3317524,4204773,261,49,6635048,19071923,129,192,6635048,10773345,1
675535,375299,2702140,3435543,261,98,1080856,3106693,129,192,5404280,8773347,1
666229,370129,2664916,3389013,261,97,5329832,15319427,129,192,5329832,8652369,1
295697,164277,1182788,1507419,261,86,2365576,6799111,129,192,2365576,3839757,1
290351,161307,1161404,1480689,261,85,2322808,6676153,129,192,2322808,3770259,1
285401,158557,1141604,1455939,261,50,2283208,6562303,129,192,2283208,3705909,1
827493,459721,1103324,1408089,261,49,2206648,6342193,129,192,2206648,3581499,1
275447,153027,1101788,1406169,261,42,2203576,6333361,129,192,2203576,3576507,1
134209,74561,134209,171378,261,104,1073672,3085847,129,192,1073672,1742565,1
33181,18434,530896,678087,261,103,265448,762923,129,192,265448,430815,1
264953,147197,1059812,1353699,261,41,2119624,6091999,129,192,2119624,3440085,1
1800547,1000311,7202188,9234207,261,74,14404376,41397221,129,192,14404376,23372679,1
14376161,7986813,57504644,73732581,261,173,115009288,330528823,129,192,115009288,186614637,1
673647,374251,39052,50073,261,98,1796392,5162707,129,192,1796392,2914833,1
14311811,7951063,57247244,73410831,261,173,114494488,329048773,129,192,114494488,185778087,1
221447,123027,885788,1136169,261,97,1771576,5091361,129,192,1771576,2874507,1
1771441,984141,7085764,9088677,261,73,14171528,40727783,129,192,14171528,22994301,1
217829,121017,871316,1118079,261,34,1742632,5008147,129,192,1742632,2827473,1
6685507,3714199,26742028,34353423,261,173,53484056,153705221,129,192,53484056,86773863,1
6659569,3699789,26638276,34223733,261,173,53276552,153108647,129,192,53276552,86436669,1
207335,115187,829340,1065609,261,33,331736,953357,129,192,1658680,2691051,1
12630197,7016833,2196556,2826207,261,173,101041576,290371651,129,192,101041576,163917105,1
1575025,875021,6300100,8106597,261,173,2520040,7242043,129,192,12600200,20440893,1
12588023,6993403,50352092,64791891,261,173,100704184,289401649,129,192,100704184,163368843,1
196049,108917,784196,1009179,261,173,1568392,4507207,129,192,1568392,2544333,1
49146767,27303987,5313164,6841647,261,173,393174136,1129884121,129,192,393174136,637806147,1
49010741,27228417,196042964,252460809,261,173,392085928,1126755523,129,192,392085928,636037809,1
274503,152503,2473,3189,261,42,732008,2103563,129,192,732008,1187361,1
133737,74299,356632,460257,261,104,356632,1024837,129,192,356632,578451,1
88471,49151,176942,228411,261,30,707768,2033873,129,192,707768,1147971,1
45297053,25165257,181188212,233892369,261,173,362376424,1041340699,129,192,362376424,587759865,1
45196667,25109487,180786668,233390439,261,173,361573336,1039031821,129,192,361573336,586454847,1
66126,36737,352672,455307,261,103,88168,253363,129,192,22042,35751,1
88003,48891,176006,227241,261,41,704024,2023109,129,192,704024,1141887,1
5547205,3081809,22188820,28661913,261,173,8875528,25504855,129,192,44377640,71975937,1
5534731,3074879,22138924,28599543,261,173,44277848,127237373,129,192,44277848,71813775,1
5506417,3059149,22025668,28457973,261,132,44051336,126586151,129,192,44051336,71445693,1
5481271,3045179,21925084,28332243,261,131,43850168,126007793,129,192,43850168,71118795,1
337351,187419,1349404,1744623,261,114,2698808,7755233,129,192,2698808,4376955,1
42107,23393,336856,435537,261,106,336856,967981,129,192,336856,546315,1
2691779,1495447,10767116,13921839,261,173,21534232,61880197,129,192,21534232,34924263,1
335569,186429,1342276,1735713,261,113,2684552,7714247,129,192,2684552,4353789,1
2684453,1491377,631636,816777,261,173,21475624,61711699,129,192,21475624,34829025,1
83719,46511,167438,216531,261,105,669752,1924577,129,192,669752,1086195,1
83521,46401,4913,6354,261,29,668168,1920023,129,192,668168,1083621,1
166943,92747,667772,863649,261,90,1335544,3837769,129,192,1335544,2165955,1
165557,91977,662228,856719,261,89,1324456,3805891,129,192,1324456,2147937,1
656783,364883,2627132,3399651,261,56,5254264,15098329,129,192,5254264,8520963,1
163577,90877,17684,22887,261,70,1308616,3760351,129,192,1308616,2122197,1
161399,89667,645596,835929,261,69,1291192,3710257,129,192,1291192,2093883,1
20641945,11467861,82567780,106913277,261,173,33027112,94903795,129,192,165135560,267794373,1
644705,358173,2578820,3339261,261,55,1031528,2964107,129,192,5157640,8363949,1
20603731,11446631,82414924,106722207,261,173,164829848,473640053,129,192,164829848,267297591,1
1286341,714641,5145364,6663177,261,173,10290728,29570483,129,192,10290728,16688001,1
1283767,713211,5135068,6650307,261,173,10270136,29511281,129,192,10270136,16654539,1
159617,88677,638468,827019,261,82,1276936,3669271,129,192,1276936,2070717,1
158033,87797,27484,35613,261,81,1264264,3632839,129,192,1264264,2050125,1
2488829,1382697,9955316,12907089,261,148,19910632,57212347,129,192,19910632,32285913,1
2481503,1378627,9926012,12870459,261,147,19852024,57043849,129,192,19852024,32190675,1
2457941,1365537,427468,554463,261,120,19663528,56501923,129,192,19663528,31884369,1
9803549,5446473,39214196,50869521,261,173,78428392,225358747,129,192,78428392,127170681,1
9799391,5444163,39197564,50848731,261,173,78395128,225263113,129,192,78395128,127116627,1
2448635,1360367,9794540,12706119,261,119,3917816,11257577,129,192,19589080,31763391,1
9788105,5437893,39152420,50792301,261,173,15660968,45000707,129,192,78304840,126969909,1
9783155,5435143,39132620,50767551,261,173,15653048,44977937,129,192,78265240,126905559,1
601541,334193,2406164,3123441,261,160,4812328,13827763,129,192,4812328,7802817,1
601145,333973,2404580,3121461,261,94,961832,2763731,129,192,4809160,7797669,1
600155,333423,2400620,3116511,261,159,960248,2759177,129,192,4801240,7784799,1
299533,166409,1198132,1555533,261,96,2396264,6885419,129,192,2396264,3885321,1
149717,83177,598868,777519,261,110,1197736,3441571,129,192,1197736,1942017,1
1792995,996119,2390660,3104061,261,74,956264,2747723,129,192,4781320,7752429,1
597383,331883,2389532,3102651,261,93,4779064,13732129,129,192,4779064,7748763,1
149123,82847,596492,774549,261,109,1192984,3427909,129,192,1192984,1934295,1
14315745,7953277,19087660,24785463,261,173,7635064,21938521,129,192,38175320,61897167,1
297751,165419,1191004,1546623,261,95,2382008,6844433,129,192,2382008,3862155,1
14251395,7917527,19001860,24678213,261,173,7600744,21839851,129,192,38003720,61618317,1
295681,164269,69572,90369,261,86,2365448,6796823,129,192,2365448,3835245,1
1763889,979949,2351852,3055551,261,73,4703704,13515469,129,192,4703704,7626303,1
291613,162009,1166452,1515933,261,142,2332904,6703259,129,192,2332904,3782361,1
9317261,5176313,37269044,48438081,261,173,74538088,214174123,129,192,74538088,120848937,1
36365,20203,290920,378117,261,141,58184,167183,129,192,290920,471669,1
9302807,5168283,37211228,48365811,261,173,74422456,213841681,129,192,74422456,120661035,1
290335,161299,1161340,1509543,261,85,464536,1334773,129,192,2322680,3765747,1
216885,120493,144590,187971,261,34,115672,332365,129,192,578360,937683,1
2306669,1281497,9226676,11996289,261,128,18453352,53022667,129,192,18453352,29917833,1
575801,319893,2303204,2994741,261,168,4606408,13235743,129,192,4606408,7468197,1
2300531,1278087,9202124,11965599,261,127,18404248,52881493,129,192,18404248,29838039,1
574811,319343,2299244,2989791,261,167,4598488,13212973,129,192,4598488,7455327,1
9193115,5107343,36772460,47817351,261,173,14708984,42263753,129,192,73544920,119235039,1
9186185,5103493,36744740,47782701,261,173,14697896,42231875,129,192,73489480,119144949,1
285385,158549,1141540,1484793,261,50,456616,1312003,129,192,2283080,3701397,1
4551661,2528729,18206644,23684193,261,126,36413288,104626763,129,192,36413288,59033865,1
4539979,2522239,18159916,23625783,261,125,36319832,104358077,129,192,36319832,58881999,1
4528693,2515969,18114772,23569353,261,173,36229544,104098499,129,192,36229544,58735281,1
2262515,1256967,9050060,11775519,261,173,3620024,10401425,129,192,18100120,29343831,1
18033691,10018831,72134764,93872007,261,173,144269528,414529133,129,192,144269528,233887071,1
18020029,10011241,72080116,93803697,261,173,144160232,414214907,129,192,144160232,233709465,1
11,6,4,7,37,24,176,615,17,26,16,29,1
3728721,2033848,3818210304,6694544993,1253,108,59659536,208469593,625,945,59659536,108133025,1
3670663,2002180,3758758912,6590505057,1253,107,58730608,205223623,625,945,58730608,106449343,1
6726855,3669194,3444149760,6039939041,1253,210,107629680,376092731,625,945,107629680,195079027,1
6680237,3643766,3420281344,5998169313,1253,209,106883792,373486361,625,945,3685648,6680245,1
6667367,3636746,3413691904,5986637793,1253,200,106677872,372766811,625,945,106677872,193353875,1
6618461,3610070,3388652032,5942818017,1253,199,105895376,370032521,625,945,105895376,191935601,1
6222351,3394010,3185843712,5587903457,1253,172,3211536,11222141,625,945,99557616,180448411,1
6168869,3364838,3158460928,5539983585,1253,171,98701904,344896241,625,945,98701904,178897433,1
2687967,1466164,2752478208,4829513825,1253,96,43007472,150281983,625,945,43007472,77951159,1
2641921,1441048,2705327104,4746999393,1253,95,42270736,147707593,625,945,42270736,76615825,1
2640205,1440112,2703569920,4743924321,1253,104,42243280,147611653,625,945,42243280,76566061,1
2599879,1418116,2662276096,4671660129,1253,103,41598064,145357063,625,945,1434416,2599883,1
40738205,22220842,2607245120,4575355921,1253,272,38341840,133978769,625,945,651811280,1181409801,1
40555451,22121158,2595548864,4554887473,1253,271,648887216,2267421463,625,945,648887216,1176109935,1
1238873,675749,2537211904,4452797793,1253,108,19821968,69264359,625,945,19821968,35927375,1
3658561,1995579,7492732928,13150313507,1253,107,58536976,204547107,625,945,58536976,106098443,1
2418555,1319212,2476600320,4346727521,1253,92,38696880,135219403,625,945,38696880,70138211,1
2375369,1295656,2432377856,4269338209,1253,91,38005904,132804913,625,945,38005904,68885817,1
4512357,2461286,2310326784,4055748833,1253,268,72197712,252282161,625,945,72197712,130858585,1
2246669,1225456,2300589056,4038707809,1253,267,2114512,7388789,625,945,35946704,65153517,1
2246383,1225300,2300296192,4038195297,1253,136,35942128,125593423,625,945,35942128,65145223,1
2234217,1218664,2287838208,4016393825,1253,210,35747472,124913233,625,945,35747472,64792409,1
2223789,1212976,2277159936,3997706849,1253,135,35580624,124330213,625,945,35580624,64489997,1
6656033,3630564,6815777792,11965642019,1253,209,106496528,372133329,625,945,106496528,193025305,1
6643163,3623544,6802598912,11942578979,1253,200,106290608,371413779,625,945,106290608,192652075,1
4411399,2406218,2258636288,3965290465,1253,158,70582384,246637691,625,945,70582384,127930803,1
8799203,4799566,2252595968,3954719905,1253,244,140787248,491956207,625,945,140787248,255177351,1
6594257,3596868,6752519168,11854939427,1253,199,105508112,368679489,625,945,105508112,191233801,1
8773749,4785682,2246079744,3943316513,1253,196,140379984,490533097,625,945,140379984,254439185,1
8758305,4777258,2242126080,3936397601,1253,243,140132880,489669637,625,945,140132880,253991309,1
4375077,2386406,2240039424,3932745953,1253,157,70001232,244606961,625,945,70001232,126877465,1
8719695,4756198,2232241920,3919100321,1253,195,139515120,487510987,625,945,139515120,252871619,1
17018255,9282686,2178336640,3824766081,1253,262,272292080,951476699,625,945,272292080,493530323,1
33923969,18503986,2171134016,3812161489,1253,352,542783504,1896661333,625,945,542783504,983796957,1
16947613,9244154,2169294464,3808942273,1253,261,271161808,947527169,625,945,271161808,491481705,1
33824727,18449854,2164782528,3801046385,1253,351,541195632,1891112803,625,945,541195632,980918939,1
2066049,1126936,2115634176,3715036769,1253,172,33056784,115511113,625,945,33056784,59915537,1
1026023,559649,2101295104,3689943393,1253,80,16416368,57364109,625,945,16416368,29754725,1
6144665,3351636,6292136960,11049270563,1253,171,3171440,11082039,625,945,3390160,6144677,1
16123075,8794406,2063753600,3624245761,1253,144,257969200,901427999,625,945,257969200,467570103,1
1004573,547949,2057365504,3613066593,1253,79,16073168,56164859,625,945,16073168,29132675,1
